site_id,month,avg_days_over_0,avg_days_over_10,avg_days_over_20,avg_days_over_30,avg_days_over_40,avg_days_over_50,avg_days_over_60,avg_days_over_70,avg_days_over_80,avg_days_over_90,avg_days_over_100
84,7,16.2,13.8,11.6,9.0,7.8,5.8,4.2,3.4,3.0,2.8,2.4
84,8,17.6,14.8,13.6,10.4,8.4,6.0,5.4,4.6,3.8,3.0,2.8
84,9,14.8,11.4,7.4,5.2,3.6,1.8,1.4,1.2,0.8,0.4,0.4
84,10,12.4,9.6,6.0,3.6,1.8,1.2,0.2,0.0,0.0,0.0,0.0
84,11,10.0,6.8,3.4,1.8,0.6,0.2,0.0,0.0,0.0,0.0,0.0
84,12,10.0,3.8,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,1,15.8,4.6,2.4,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
85,2,17.6,7.6,3.2,1.4,0.8,0.6,0.2,0.2,0.2,0.2,0.2
85,3,17.6,11.6,8.4,5.8,4.0,3.2,2.4,1.6,1.0,0.8,0.2
85,4,15.6,11.8,9.0,7.6,5.8,4.4,3.0,2.2,1.6,1.6,1.2
85,5,19.2,13.6,10.4,9.0,6.6,6.0,5.0,4.4,3.6,2.6,2.4
85,6,23.4,16.2,12.8,8.4,6.4,4.4,3.4,2.8,2.4,2.0,1.6
85,7,24.6,16.8,12.6,8.6,5.4,4.8,3.0,2.2,1.8,1.6,0.8
85,8,24.6,16.0,11.0,6.4,4.0,2.4,2.0,1.6,1.0,0.4,0.4
85,9,23.2,13.4,6.8,2.6,1.2,0.6,0.4,0.2,0.0,0.0,0.0
85,10,21.0,6.8,3.0,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0
85,11,14.6,3.0,0.8,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.0
85,12,12.2,0.8,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0
86,1,11.0,3.2,1.6,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0
86,2,11.6,8.0,4.8,1.8,1.4,0.2,0.2,0.2,0.0,0.0,0.0
86,3,11.4,10.2,9.0,7.0,6.2,4.6,4.2,3.6,2.2,2.2,1.8
86,4,8.8,7.8,6.8,5.8,4.6,4.2,3.8,3.4,2.2,1.8,1.6
86,5,9.8,9.2,8.0,6.8,6.4,5.4,4.6,3.6,2.8,2.4,2.2
86,6,15.6,13.0,11.4,9.4,7.4,6.2,5.0,4.4,3.6,3.2,2.4
86,7,19.2,16.0,13.2,10.2,8.2,6.0,4.8,4.6,3.6,3.6,3.4
86,8,19.0,14.2,12.4,10.0,8.4,7.0,6.4,6.0,5.6,4.8,4.2
86,9,17.4,12.8,9.8,6.8,4.8,3.6,3.0,2.4,1.4,1.2,1.2
86,10,10.0,4.4,3.6,2.2,1.2,0.6,0.2,0.2,0.2,0.2,0.2
86,11,2.2,0.8,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,12,6.2,1.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,1,7.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,2,11.2,5.2,2.4,1.2,0.6,0.4,0.4,0.2,0.2,0.0,0.0
87,3,10.0,7.6,4.0,2.4,1.2,1.2,0.4,0.2,0.2,0.2,0.2
87,4,6.8,5.6,4.6,3.2,2.4,2.2,1.4,1.0,1.0,1.0,0.6
87,5,11.0,9.0,8.0,7.0,6.2,4.4,3.6,2.4,2.0,1.8,1.4
87,6,17.6,14.4,11.0,9.8,8.0,6.2,5.2,4.2,3.2,2.8,2.4
87,7,20.2,17.4,14.2,13.2,9.6,7.4,6.0,5.0,3.6,3.4,2.8
87,8,18.0,16.0,13.6,11.4,9.6,7.2,4.6,3.0,2.4,1.8,1.6
87,9,14.4,10.2,6.2,4.2,2.4,2.2,0.6,0.6,0.6,0.6,0.4
87,10,10.6,4.2,2.2,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
87,11,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,12,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,1,18.0,10.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,2,16.4,12.6,7.0,4.6,3.0,2.4,1.2,0.4,0.2,0.0,0.0
88,3,14.4,12.2,8.4,6.8,5.4,4.8,3.2,2.8,2.4,2.0,1.8
88,4,8.8,7.4,6.8,5.2,4.4,4.0,3.4,3.0,2.6,2.0,1.8
88,5,5.2,4.0,3.2,2.6,2.2,1.6,1.2,1.0,1.0,0.8,0.8
88,6,7.4,6.4,5.0,3.6,2.2,1.8,1.2,0.8,0.4,0.4,0.4
88,7,21.2,17.4,11.8,9.0,7.0,4.4,3.8,3.2,2.2,1.2,0.8
88,8,22.2,20.2,14.0,10.8,8.0,6.0,5.6,4.8,4.0,3.0,2.2
88,9,16.0,14.2,8.4,5.2,2.0,1.4,1.4,1.2,0.8,0.6,0.6
88,10,13.0,9.4,4.4,2.6,1.4,1.0,0.6,0.4,0.0,0.0,0.0
88,11,4.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,12,10.2,7.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0
89,1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,3,0.4,0.4,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0
89,4,3.2,2.8,2.4,2.4,2.0,2.0,2.0,1.8,1.8,1.6,1.4
89,5,10.0,8.6,7.0,6.0,4.8,4.0,3.6,3.6,3.6,3.4,2.8
89,6,14.2,12.6,9.8,8.4,7.8,7.0,6.0,5.4,5.4,4.8,4.6
89,7,15.2,13.8,11.2,8.4,6.6,6.0,5.8,5.4,5.2,5.0,5.0
89,8,16.0,13.6,11.2,9.4,8.4,8.0,7.8,7.2,7.0,6.4,6.2
89,9,12.6,10.8,7.0,5.0,4.8,4.4,4.4,4.0,3.6,3.6,3.6
89,10,11.2,8.4,4.4,3.4,3.2,2.8,2.4,1.8,1.4,1.2,1.2
89,11,7.6,6.2,2.4,1.8,1.6,1.2,1.2,1.0,0.6,0.4,0.4
89,12,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,1,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,2,2.2,0.6,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0
90,3,6.8,3.8,1.8,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.0
90,4,3.6,2.6,1.6,0.8,0.6,0.6,0.6,0.4,0.4,0.2,0.2
90,5,10.0,8.6,7.4,6.8,6.0,4.0,3.0,2.4,2.2,1.8,1.6
90,6,14.0,13.0,12.0,9.8,8.8,6.0,5.0,4.0,3.0,2.0,1.4
90,7,11.2,9.2,8.0,6.2,5.0,3.4,2.8,1.6,1.2,0.8,0.8
90,8,13.0,11.2,9.6,5.8,3.4,2.0,1.2,1.0,0.2,0.0,0.0
90,9,10.0,6.0,3.2,1.8,0.8,0.2,0.2,0.2,0.2,0.2,0.2
90,10,3.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,11,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,12,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,1,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,2,9.4,1.4,1.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,3,10.0,4.8,2.2,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
91,4,9.4,6.0,5.6,3.8,2.2,2.0,1.6,1.0,0.8,0.4,0.0
91,5,10.0,7.0,5.6,5.2,4.0,3.4,2.4,1.4,0.8,0.4,0.2
91,6,14.8,9.4,7.0,5.4,3.2,2.6,2.4,1.4,0.6,0.6,0.0
91,7,17.4,12.4,9.6,7.6,5.0,3.4,2.6,1.8,0.8,0.8,0.8
91,8,14.8,10.2,7.6,4.0,2.0,1.4,1.2,0.8,0.4,0.0,0.0
91,9,11.2,5.0,3.0,2.0,0.6,0.4,0.2,0.0,0.0,0.0,0.0
91,10,8.6,1.2,0.4,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0
91,11,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,12,3.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,1,9.8,4.2,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0
92,2,12.4,9.4,6.4,4.2,1.2,0.8,0.8,0.4,0.2,0.2,0.0
92,3,9.8,8.2,6.8,6.4,5.2,4.8,3.8,2.6,2.6,2.2,1.6
92,4,8.8,7.8,6.4,5.8,5.2,4.2,4.0,3.8,3.4,3.0,2.4
92,5,10.8,7.6,6.4,5.0,4.4,4.2,3.6,2.4,2.2,1.6,1.4
92,6,13.2,9.2,7.0,5.4,4.0,4.0,3.0,2.0,1.8,1.6,1.6
92,7,19.8,15.2,10.4,7.4,5.8,5.0,4.2,3.8,3.0,2.2,2.2
92,8,24.2,18.6,14.2,10.4,8.2,7.0,5.6,4.6,4.4,3.4,2.8
92,9,17.2,13.6,7.4,4.0,2.6,2.2,1.4,1.4,1.4,1.2,1.0
92,10,12.0,7.2,4.0,2.0,1.6,0.6,0.4,0.0,0.0,0.0,0.0
92,11,6.8,2.8,1.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,12,5.2,1.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,1,9.4,2.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0
93,2,8.0,4.6,2.4,1.4,1.4,1.2,0.8,0.8,0.4,0.4,0.4
93,3,12.0,10.6,9.6,9.4,8.8,8.2,7.4,6.8,5.0,4.4,4.2
93,4,9.0,8.4,7.2,6.6,6.2,6.0,6.0,5.6,4.4,4.0,3.4
93,5,10.4,7.2,6.4,5.6,5.4,5.0,4.4,4.4,3.6,3.0,2.6
93,6,11.4,7.0,5.0,3.8,3.2,2.6,2.6,2.4,2.0,1.6,1.2
93,7,7.8,4.8,3.2,1.6,1.2,1.2,1.0,0.8,0.6,0.6,0.4
93,8,10.4,6.6,4.4,3.6,2.8,1.4,1.0,0.8,0.6,0.6,0.4
93,9,12.6,9.2,6.6,5.6,4.8,3.8,2.6,1.8,1.2,1.0,0.6
93,10,12.4,8.8,7.0,6.4,5.0,3.8,3.2,2.2,2.0,1.4,1.2
93,11,11.2,7.8,5.0,4.6,4.0,3.4,2.0,1.0,0.6,0.4,0.4
93,12,7.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,1,10.4,4.6,1.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0
94,2,11.4,6.6,4.8,4.0,3.0,2.4,1.6,1.6,1.4,1.2,1.2
94,3,11.6,9.8,6.8,6.2,5.6,5.0,4.6,4.0,4.0,3.8,3.8
94,4,9.8,9.0,7.0,6.2,5.2,4.6,4.0,3.4,3.2,3.0,2.8
94,5,11.2,9.2,5.6,4.4,3.6,2.8,2.4,2.2,1.6,1.6,1.4
94,6,15.8,11.6,6.6,5.6,4.0,2.8,2.2,2.0,1.8,1.6,1.4
94,7,17.2,15.2,9.0,7.2,5.8,5.0,3.6,2.8,1.8,1.8,1.8
94,8,18.6,14.0,9.2,6.6,5.0,4.0,1.8,1.8,1.6,1.6,1.6
94,9,13.8,9.8,3.8,1.4,0.8,0.6,0.6,0.6,0.4,0.4,0.4
94,10,13.0,9.2,4.2,3.4,2.2,1.8,1.4,1.4,1.0,0.8,0.8
94,11,6.8,4.0,1.4,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0
94,12,7.2,3.4,0.6,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0
95,1,1.8,0.4,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0
95,2,6.4,4.4,3.2,2.4,1.8,1.0,0.8,0.8,0.6,0.4,0.2
95,3,8.2,7.2,6.6,6.2,6.0,5.8,5.0,5.0,4.4,3.4,2.8
95,4,9.2,9.0,8.0,7.6,7.4,7.0,7.0,7.0,6.0,5.4,4.8
95,5,12.2,11.4,10.4,10.2,9.6,9.2,8.8,8.8,8.4,8.2,6.8
95,6,12.6,10.8,9.6,9.0,8.8,7.6,7.6,7.6,7.0,6.6,6.2
95,7,15.0,12.8,11.8,10.4,9.4,9.0,8.2,8.0,7.6,7.2,7.0
95,8,14.2,13.0,11.8,10.6,10.2,9.8,9.6,9.0,8.6,8.2,7.8
95,9,10.8,7.4,5.8,5.2,5.0,4.8,4.6,4.4,4.2,3.6,3.2
95,10,4.8,3.2,2.2,2.0,1.4,1.4,0.8,0.8,0.8,0.6,0.4
95,11,3.8,1.8,0.4,0.4,0.2,0.2,0.2,0.2,0.0,0.0,0.0
95,12,1.8,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,1,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,2,3.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,3,9.8,3.2,1.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,4,12.6,8.4,6.2,3.8,2.4,1.6,1.2,1.2,0.8,0.8,0.6
96,5,14.4,10.6,8.8,6.4,4.2,3.0,2.2,1.4,1.4,1.4,1.2
96,6,16.6,12.2,9.2,7.8,4.8,3.6,3.0,1.8,1.6,1.2,1.0
96,7,17.2,11.0,7.4,5.4,3.8,2.8,2.6,1.6,1.6,1.6,1.6
96,8,16.0,6.8,5.0,3.0,2.0,1.4,0.8,0.8,0.2,0.2,0.0
96,9,14.2,3.8,1.6,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0
96,10,7.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,11,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,1,14.0,6.0,2.8,1.6,0.6,0.4,0.0,0.0,0.0,0.0,0.0
97,2,14.6,10.6,7.8,5.0,2.2,1.4,0.4,0.0,0.0,0.0,0.0
97,3,11.4,9.8,8.4,7.2,4.8,3.4,2.8,2.2,1.8,1.8,1.4
97,4,1.8,1.8,1.4,1.4,1.4,1.4,1.4,1.2,1.0,0.8,0.8
97,5,1.6,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,6,1.8,1.4,1.2,0.8,0.6,0.6,0.6,0.4,0.2,0.2,0.2
97,7,8.6,6.2,4.4,3.2,2.8,2.2,1.6,1.4,1.2,1.0,1.0
97,8,6.6,5.4,3.6,2.8,2.4,2.2,1.8,1.4,1.2,0.8,0.6
97,9,4.6,2.4,1.2,1.0,0.6,0.2,0.2,0.0,0.0,0.0,0.0
97,10,3.8,2.4,1.8,0.8,0.4,0.2,0.2,0.0,0.0,0.0,0.0
97,11,1.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,12,10.2,2.8,1.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,1,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,2,5.2,2.4,1.2,1.0,0.8,0.6,0.6,0.4,0.4,0.4,0.2
98,3,10.0,8.6,7.0,5.8,5.2,4.8,4.0,3.6,3.0,2.8,2.4
98,4,4.4,3.8,3.2,3.0,2.4,1.8,1.6,1.2,1.0,0.6,0.6
98,5,6.6,5.2,4.0,4.0,3.6,3.0,2.8,2.8,2.4,1.8,1.4
98,6,12.2,9.2,8.4,7.4,6.4,4.8,4.2,3.4,3.0,2.6,2.2
98,7,16.8,11.6,7.8,6.2,5.4,5.0,4.6,3.6,2.2,2.0,1.8
98,8,19.8,12.8,10.8,9.4,8.8,7.6,6.8,5.8,5.2,4.6,4.4
98,9,15.0,8.4,6.8,6.2,6.0,5.2,4.6,3.8,3.0,2.4,2.0
98,10,9.6,2.8,2.2,1.8,1.2,1.0,0.6,0.4,0.0,0.0,0.0
98,11,2.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,12,1.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,1,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2,10.0,1.8,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,3,6.2,2.6,1.6,0.6,0.4,0.4,0.4,0.2,0.2,0.0,0.0
99,4,2.6,1.6,1.2,1.0,0.8,0.6,0.2,0.0,0.0,0.0,0.0
99,5,7.2,5.0,4.4,3.4,2.0,1.8,1.2,0.8,0.8,0.4,0.4
99,6,12.4,8.0,6.2,5.2,4.0,2.2,1.8,1.2,1.0,1.0,0.8
99,7,16.2,11.4,7.2,4.8,3.6,2.6,1.4,1.2,1.0,1.0,0.8
99,8,18.4,12.0,8.4,6.6,5.4,3.6,2.8,2.0,1.0,0.8,0.4
99,9,14.0,5.8,2.2,0.8,0.6,0.2,0.0,0.0,0.0,0.0,0.0
99,10,8.8,0.8,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0
99,11,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,12,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1,4.2,2.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,2,2.8,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,3,5.2,3.6,1.8,1.2,1.2,1.0,0.6,0.6,0.2,0.2,0.2
100,4,6.6,5.4,4.6,3.4,2.2,1.6,1.0,0.8,0.6,0.6,0.6
100,5,9.2,8.2,7.0,4.8,3.8,3.4,3.2,3.0,2.8,2.6,2.4
100,6,10.4,8.2,6.8,4.8,4.2,4.2,3.6,2.8,2.2,1.8,1.6
100,7,5.0,3.8,3.2,3.2,2.4,1.8,1.4,0.8,0.6,0.6,0.6
100,8,4.6,4.0,2.4,1.2,0.6,0.6,0.2,0.0,0.0,0.0,0.0
100,9,7.4,4.6,3.4,1.2,0.8,0.6,0.2,0.0,0.0,0.0,0.0
100,10,3.0,2.4,1.2,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0
100,11,2.2,1.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,12,1.2,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,1,6.6,2.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,2,10.2,5.2,2.4,1.4,0.6,0.4,0.4,0.2,0.2,0.0,0.0
101,3,7.8,5.0,3.4,2.2,1.8,1.2,1.0,0.6,0.2,0.2,0.0
101,4,2.0,1.4,1.0,0.8,0.8,0.8,0.4,0.0,0.0,0.0,0.0
101,5,7.6,6.6,5.4,4.8,3.4,2.4,1.8,1.6,1.2,0.4,0.2
101,6,13.4,11.6,8.8,7.2,5.4,3.0,2.0,1.8,1.6,1.2,1.0
101,7,16.2,15.4,11.2,8.0,6.4,4.0,3.4,2.6,2.0,1.2,0.6
101,8,16.8,14.2,11.6,8.0,5.8,4.2,2.0,0.8,0.6,0.0,0.0
101,9,10.2,7.2,4.4,2.2,1.4,1.0,0.2,0.0,0.0,0.0,0.0
101,10,9.4,3.8,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,11,7.0,0.6,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,12,5.8,0.8,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,1,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,2,9.8,1.8,0.6,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0
102,3,10.4,6.4,3.6,1.6,1.2,0.4,0.2,0.2,0.2,0.2,0.2
102,4,8.6,6.6,5.8,4.8,3.8,2.8,2.2,1.6,1.6,1.0,0.4
102,5,11.0,7.8,5.6,5.2,4.2,3.8,3.0,2.2,1.6,1.4,1.2
102,6,13.6,9.8,6.8,5.2,4.0,3.0,2.0,1.4,1.4,1.0,1.0
102,7,18.0,12.0,6.4,5.0,3.8,2.8,1.8,1.6,1.2,0.8,0.8
102,8,16.8,12.2,8.0,5.4,3.0,1.4,1.2,1.2,1.0,0.8,0.8
102,9,11.8,6.6,3.4,2.2,1.4,0.6,0.4,0.0,0.0,0.0,0.0
102,10,10.0,1.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,11,7.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,12,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,1,2.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,2,5.2,1.4,0.8,0.8,0.4,0.4,0.4,0.2,0.2,0.2,0.2
103,3,11.0,8.8,7.0,5.8,5.4,4.4,4.0,3.8,3.0,2.2,2.0
103,4,6.2,5.0,4.8,4.0,3.6,3.4,3.0,3.0,3.0,3.0,2.8
103,5,7.4,5.8,4.8,4.2,4.2,3.8,3.2,2.2,1.8,1.8,1.8
103,6,9.6,8.4,7.4,5.8,5.4,5.2,5.2,4.6,4.4,4.0,3.6
103,7,10.8,8.6,7.6,6.4,5.4,4.8,4.6,3.8,3.6,3.4,3.2
103,8,11.6,8.4,7.2,6.2,5.4,4.6,4.4,3.8,3.4,2.6,2.6
103,9,11.2,8.8,6.8,5.6,5.2,5.0,4.4,4.0,3.0,2.8,2.8
103,10,5.8,2.2,1.2,1.0,1.0,0.4,0.4,0.0,0.0,0.0,0.0
103,11,3.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,12,1.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,1,7.8,3.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0
104,2,10.0,7.2,5.0,2.6,2.0,1.8,1.8,1.6,0.8,0.8,0.6
104,3,13.0,12.4,10.6,8.8,8.4,7.0,6.0,5.8,5.6,5.0,4.4
104,4,5.4,5.2,4.2,3.6,3.2,3.0,3.0,3.0,2.8,2.6,2.2
104,5,0.8,0.8,0.8,0.8,0.6,0.6,0.4,0.4,0.4,0.4,0.4
104,6,1.6,1.6,1.4,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0
104,7,11.0,9.4,6.4,5.4,4.0,3.0,2.4,2.4,2.4,2.2,2.2
104,8,12.4,11.4,10.4,9.4,7.6,6.4,5.8,5.8,5.4,5.0,4.6
104,9,10.4,9.4,7.6,5.4,3.8,3.0,2.6,2.6,2.6,2.4,2.0
104,10,4.6,3.0,1.4,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.0
104,11,1.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,12,7.0,2.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,1,10.2,7.6,1.4,0.8,0.4,0.2,0.0,0.0,0.0,0.0,0.0
105,2,10.0,8.2,3.6,2.4,1.6,1.2,0.6,0.4,0.2,0.2,0.2
105,3,12.0,10.6,7.8,7.0,5.4,4.0,3.4,3.0,2.2,2.0,1.6
105,4,8.4,6.4,5.2,3.6,3.0,2.4,1.6,1.4,1.2,1.2,1.2
105,5,9.2,6.6,5.4,4.6,3.4,2.6,2.6,1.8,1.6,1.2,1.0
105,6,12.6,10.4,8.0,6.4,4.8,3.4,2.6,1.8,1.4,1.4,1.4
105,7,12.6,10.0,6.2,4.6,3.8,3.2,2.8,2.6,1.8,1.6,1.6
105,8,12.8,11.6,8.6,6.8,5.8,4.6,3.8,3.0,2.0,1.4,1.2
105,9,12.0,9.8,6.6,4.8,3.2,2.2,1.4,1.2,1.0,1.0,1.0
105,10,6.8,5.2,2.6,1.8,0.8,0.8,0.6,0.4,0.2,0.2,0.2
105,11,7.4,4.0,1.2,0.8,0.4,0.2,0.0,0.0,0.0,0.0,0.0
105,12,6.4,3.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,1,0.8,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0
106,2,2.6,1.6,1.4,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.0
106,3,9.6,7.8,6.8,6.0,5.6,4.8,4.0,3.2,2.6,2.4,1.8
106,4,7.0,6.4,6.0,5.8,5.0,4.2,4.0,3.2,3.0,3.0,2.4
106,5,7.8,7.0,6.2,5.8,5.6,4.4,4.2,3.2,3.2,3.2,2.4
106,6,11.2,10.4,9.8,9.2,8.2,6.8,6.6,6.0,5.4,4.8,4.8
106,7,10.2,9.6,8.6,8.0,7.4,6.4,5.8,5.2,4.2,4.0,3.6
106,8,10.6,10.2,8.6,7.8,7.0,6.8,6.0,4.6,3.2,2.6,2.2
106,9,7.0,6.0,5.6,5.0,4.2,4.0,3.8,3.4,2.8,2.2,2.2
106,10,2.0,1.2,1.2,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0
106,11,0.6,0.4,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0
106,12,0.4,0.4,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0
107,1,5.4,0.8,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,2,8.2,2.6,1.8,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0
107,3,12.4,8.0,5.4,3.8,2.4,1.8,1.2,0.4,0.4,0.2,0.2
107,4,12.2,9.2,7.6,5.8,4.0,3.0,2.0,1.0,0.8,0.2,0.0
107,5,12.8,9.0,7.6,6.0,3.8,2.8,2.0,0.8,0.6,0.4,0.2
107,6,16.6,11.6,9.0,6.2,4.2,1.8,1.2,0.6,0.2,0.2,0.0
107,7,15.6,8.6,5.4,3.8,1.4,0.6,0.2,0.0,0.0,0.0,0.0
107,8,12.2,6.0,3.8,2.2,1.4,0.8,0.6,0.2,0.2,0.2,0.2
107,9,11.4,3.8,2.4,1.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0
107,10,7.2,1.4,0.4,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0
107,11,3.8,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,12,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,1,1.6,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,2,4.8,3.2,2.0,1.2,1.0,0.2,0.0,0.0,0.0,0.0,0.0
108,3,11.2,9.4,8.2,5.8,4.4,2.6,1.4,0.8,0.8,0.6,0.4
108,4,7.0,6.8,6.0,4.2,4.0,3.2,2.4,1.8,1.6,1.4,1.4
108,5,9.2,7.4,6.4,5.4,4.4,3.4,2.2,2.2,2.0,1.6,1.4
108,6,12.2,10.2,7.8,6.0,4.2,3.4,2.6,1.6,1.6,1.0,0.8
108,7,12.8,11.4,10.2,9.6,8.4,7.2,4.4,4.2,3.4,3.0,2.6
